timestamp,device_id,metric,value,unit,raw
2026-04-24T10:13:01.215153+00:00,cpa1114-eth,high_pressure,332.3,psi,"scale=0,low_raw=1103,high_raw=3323,low=110.3,high=332.3"
2026-04-24T10:13:10.750476+00:00,scm10-eth,temperature,4.481,K,T 4.481
2026-04-24T10:13:10.758984+00:00,hrc110-eth,pressure,0.2,psi,0.20 psi  0.841 W
2026-04-24T10:13:10.758984+00:00,hrc110-eth,heater_power,0.841,W,0.20 psi  0.841 W
2026-04-24T10:13:11.229235+00:00,cpa1114-eth,low_pressure,110.2,psi,"scale=0,low_raw=1102,high_raw=3326,low=110.2,high=332.6"
2026-04-24T10:13:11.229235+00:00,cpa1114-eth,high_pressure,332.6,psi,"scale=0,low_raw=1102,high_raw=3326,low=110.2,high=332.6"
2026-04-24T10:13:20.750262+00:00,scm10-eth,temperature,4.481,K,T 4.481
2026-04-24T10:13:20.759167+00:00,hrc110-eth,pressure,0.2,psi,0.20 psi  0.848 W
2026-04-24T10:13:20.759167+00:00,hrc110-eth,heater_power,0.848,W,0.20 psi  0.848 W
2026-04-24T10:13:20.919099+00:00,cpa1114-eth,low_pressure,109.9,psi,"scale=0,low_raw=1099,high_raw=3324,low=109.9,high=332.4"
2026-04-24T10:13:20.919099+00:00,cpa1114-eth,high_pressure,332.4,psi,"scale=0,low_raw=1099,high_raw=3324,low=109.9,high=332.4"
2026-04-24T10:13:30.749863+00:00,scm10-eth,temperature,4.481,K,T 4.481
2026-04-24T10:13:30.764368+00:00,hrc110-eth,pressure,0.2,psi,0.20 psi  0.851 W
2026-04-24T10:13:30.764368+00:00,hrc110-eth,heater_power,0.851,W,0.20 psi  0.851 W
2026-04-24T10:13:31.064737+00:00,cpa1114-eth,low_pressure,110.3,psi,"scale=0,low_raw=1103,high_raw=3326,low=110.3,high=332.6"
2026-04-24T10:13:31.064737+00:00,cpa1114-eth,high_pressure,332.6,psi,"scale=0,low_raw=1103,high_raw=3326,low=110.3,high=332.6"
2026-04-24T10:13:40.749574+00:00,scm10-eth,temperature,4.48,K,T 4.480
2026-04-24T10:13:40.764245+00:00,hrc110-eth,pressure,0.2,psi,0.20 psi  0.836 W
2026-04-24T10:13:40.764245+00:00,hrc110-eth,heater_power,0.836,W,0.20 psi  0.836 W
2026-04-24T10:13:41.094173+00:00,cpa1114-eth,low_pressure,110.1,psi,"scale=0,low_raw=1101,high_raw=3321,low=110.1,high=332.1"
2026-04-24T10:13:41.094173+00:00,cpa1114-eth,high_pressure,332.1,psi,"scale=0,low_raw=1101,high_raw=3321,low=110.1,high=332.1"
2026-04-24T10:13:50.749377+00:00,scm10-eth,temperature,4.478,K,T 4.478
2026-04-24T10:13:50.760652+00:00,hrc110-eth,pressure,0.2,psi,0.20 psi  0.828 W
2026-04-24T10:13:50.760652+00:00,hrc110-eth,heater_power,0.828,W,0.20 psi  0.828 W
2026-04-24T10:13:51.134070+00:00,cpa1114-eth,low_pressure,110.2,psi,"scale=0,low_raw=1102,high_raw=3324,low=110.2,high=332.4"
2026-04-24T10:13:51.134070+00:00,cpa1114-eth,high_pressure,332.4,psi,"scale=0,low_raw=1102,high_raw=3324,low=110.2,high=332.4"
2026-04-24T10:14:00.749155+00:00,scm10-eth,temperature,4.478,K,T 4.478
2026-04-24T10:14:00.762808+00:00,hrc110-eth,pressure,0.2,psi,0.20 psi  0.823 W
2026-04-24T10:14:00.762808+00:00,hrc110-eth,heater_power,0.823,W,0.20 psi  0.823 W
2026-04-24T10:14:01.073781+00:00,cpa1114-eth,low_pressure,110.1,psi,"scale=0,low_raw=1101,high_raw=3321,low=110.1,high=332.1"
2026-04-24T10:14:01.073781+00:00,cpa1114-eth,high_pressure,332.1,psi,"scale=0,low_raw=1101,high_raw=3321,low=110.1,high=332.1"
2026-04-24T10:14:10.749414+00:00,scm10-eth,temperature,4.48,K,T 4.480
2026-04-24T10:14:10.762504+00:00,hrc110-eth,pressure,0.2,psi,0.20 psi  0.813 W
2026-04-24T10:14:10.762504+00:00,hrc110-eth,heater_power,0.813,W,0.20 psi  0.813 W
2026-04-24T10:14:11.057868+00:00,cpa1114-eth,low_pressure,110.4,psi,"scale=0,low_raw=1104,high_raw=3319,low=110.4,high=331.9"
2026-04-24T10:14:11.057868+00:00,cpa1114-eth,high_pressure,331.9,psi,"scale=0,low_raw=1104,high_raw=3319,low=110.4,high=331.9"
2026-04-24T10:14:20.748785+00:00,scm10-eth,temperature,4.482,K,T 4.482
2026-04-24T10:14:20.763138+00:00,hrc110-eth,pressure,0.2,psi,0.20 psi  0.815 W
2026-04-24T10:14:20.763138+00:00,hrc110-eth,heater_power,0.815,W,0.20 psi  0.815 W
2026-04-24T10:14:21.013608+00:00,cpa1114-eth,low_pressure,110.2,psi,"scale=0,low_raw=1102,high_raw=3319,low=110.2,high=331.9"
2026-04-24T10:14:21.013608+00:00,cpa1114-eth,high_pressure,331.9,psi,"scale=0,low_raw=1102,high_raw=3319,low=110.2,high=331.9"
2026-04-24T10:14:30.748768+00:00,scm10-eth,temperature,4.481,K,T 4.481
2026-04-24T10:14:30.831916+00:00,hrc110-eth,pressure,0.2,psi,0.20 psi  0.827 W
2026-04-24T10:14:30.831916+00:00,hrc110-eth,heater_power,0.827,W,0.20 psi  0.827 W
2026-04-24T10:14:30.977534+00:00,cpa1114-eth,low_pressure,110.1,psi,"scale=0,low_raw=1101,high_raw=3319,low=110.1,high=331.9"
2026-04-24T10:14:30.977534+00:00,cpa1114-eth,high_pressure,331.9,psi,"scale=0,low_raw=1101,high_raw=3319,low=110.1,high=331.9"
2026-04-24T10:14:40.748641+00:00,scm10-eth,temperature,4.481,K,T 4.481
2026-04-24T10:14:40.757928+00:00,hrc110-eth,pressure,0.2,psi,0.20 psi  0.839 W
2026-04-24T10:14:40.757928+00:00,hrc110-eth,heater_power,0.839,W,0.20 psi  0.839 W
2026-04-24T10:14:41.037428+00:00,cpa1114-eth,low_pressure,110.0,psi,"scale=0,low_raw=1100,high_raw=3320,low=110.0,high=332.0"
2026-04-24T10:14:41.037428+00:00,cpa1114-eth,high_pressure,332.0,psi,"scale=0,low_raw=1100,high_raw=3320,low=110.0,high=332.0"
2026-04-24T10:14:50.748331+00:00,scm10-eth,temperature,4.481,K,T 4.481
2026-04-24T10:14:50.757607+00:00,hrc110-eth,pressure,0.2,psi,0.20 psi  0.851 W
2026-04-24T10:14:50.757607+00:00,hrc110-eth,heater_power,0.851,W,0.20 psi  0.851 W
2026-04-24T10:14:50.917139+00:00,cpa1114-eth,low_pressure,109.9,psi,"scale=0,low_raw=1099,high_raw=3317,low=109.9,high=331.7"
2026-04-24T10:14:50.917139+00:00,cpa1114-eth,high_pressure,331.7,psi,"scale=0,low_raw=1099,high_raw=3317,low=109.9,high=331.7"
2026-04-24T10:15:00.748231+00:00,scm10-eth,temperature,4.481,K,T 4.481
2026-04-24T10:15:00.757024+00:00,hrc110-eth,pressure,0.2,psi,0.20 psi  0.851 W
2026-04-24T10:15:00.757024+00:00,hrc110-eth,heater_power,0.851,W,0.20 psi  0.851 W
2026-04-24T10:15:00.916781+00:00,cpa1114-eth,low_pressure,110.2,psi,"scale=0,low_raw=1102,high_raw=3314,low=110.2,high=331.4"
2026-04-24T10:15:00.916781+00:00,cpa1114-eth,high_pressure,331.4,psi,"scale=0,low_raw=1102,high_raw=3314,low=110.2,high=331.4"
2026-04-24T10:15:10.747911+00:00,scm10-eth,temperature,4.48,K,T 4.480
2026-04-24T10:15:10.756655+00:00,hrc110-eth,pressure,0.2,psi,0.20 psi  0.855 W
2026-04-24T10:15:10.756655+00:00,hrc110-eth,heater_power,0.855,W,0.20 psi  0.855 W
2026-04-24T10:15:10.866853+00:00,cpa1114-eth,low_pressure,110.0,psi,"scale=0,low_raw=1100,high_raw=3315,low=110.0,high=331.5"
2026-04-24T10:15:10.866853+00:00,cpa1114-eth,high_pressure,331.5,psi,"scale=0,low_raw=1100,high_raw=3315,low=110.0,high=331.5"
2026-04-24T10:15:20.747541+00:00,scm10-eth,temperature,4.478,K,T 4.478
2026-04-24T10:15:20.756697+00:00,hrc110-eth,pressure,0.2,psi,0.20 psi  0.853 W
2026-04-24T10:15:20.756697+00:00,hrc110-eth,heater_power,0.853,W,0.20 psi  0.853 W
2026-04-24T10:15:21.386529+00:00,cpa1114-eth,low_pressure,118.1,psi,"scale=0,low_raw=1181,high_raw=3390,low=118.1,high=339.0"
2026-04-24T10:15:21.386529+00:00,cpa1114-eth,high_pressure,339.0,psi,"scale=0,low_raw=1181,high_raw=3390,low=118.1,high=339.0"
2026-04-24T10:15:30.747593+00:00,scm10-eth,temperature,4.478,K,T 4.478
2026-04-24T10:15:30.756258+00:00,hrc110-eth,pressure,0.2,psi,0.20 psi  0.850 W
2026-04-24T10:15:30.756258+00:00,hrc110-eth,heater_power,0.85,W,0.20 psi  0.850 W
2026-04-24T10:15:30.958314+00:00,cpa1114-eth,low_pressure,110.0,psi,"scale=0,low_raw=1100,high_raw=3309,low=110.0,high=330.9"
2026-04-24T10:15:30.958314+00:00,cpa1114-eth,high_pressure,330.9,psi,"scale=0,low_raw=1100,high_raw=3309,low=110.0,high=330.9"
2026-04-24T10:15:40.747009+00:00,scm10-eth,temperature,4.48,K,T 4.480
2026-04-24T10:15:40.756054+00:00,hrc110-eth,pressure,0.2,psi,0.20 psi  0.825 W
2026-04-24T10:15:40.756054+00:00,hrc110-eth,heater_power,0.825,W,0.20 psi  0.825 W
2026-04-24T10:15:40.986147+00:00,cpa1114-eth,low_pressure,110.3,psi,"scale=0,low_raw=1103,high_raw=3311,low=110.3,high=331.1"
2026-04-24T10:15:40.986147+00:00,cpa1114-eth,high_pressure,331.1,psi,"scale=0,low_raw=1103,high_raw=3311,low=110.3,high=331.1"
2026-04-24T10:15:50.747257+00:00,scm10-eth,temperature,4.48,K,T 4.480
2026-04-24T10:15:50.755874+00:00,hrc110-eth,pressure,0.2,psi,0.20 psi  0.828 W
2026-04-24T10:15:50.755874+00:00,hrc110-eth,heater_power,0.828,W,0.20 psi  0.828 W
2026-04-24T10:15:51.125878+00:00,cpa1114-eth,low_pressure,109.8,psi,"scale=0,low_raw=1098,high_raw=3311,low=109.8,high=331.1"
2026-04-24T10:15:51.125878+00:00,cpa1114-eth,high_pressure,331.1,psi,"scale=0,low_raw=1098,high_raw=3311,low=109.8,high=331.1"
2026-04-24T10:16:00.746763+00:00,scm10-eth,temperature,4.477,K,T 4.477
2026-04-24T10:16:00.907887+00:00,hrc110-eth,pressure,0.2,psi,0.20 psi  0.840 W
2026-04-24T10:16:00.907887+00:00,hrc110-eth,heater_power,0.84,W,0.20 psi  0.840 W
2026-04-24T10:16:01.265583+00:00,cpa1114-eth,low_pressure,117.6,psi,"scale=0,low_raw=1176,high_raw=3386,low=117.6,high=338.6"
2026-04-24T10:16:01.265583+00:00,cpa1114-eth,high_pressure,338.6,psi,"scale=0,low_raw=1176,high_raw=3386,low=117.6,high=338.6"
2026-04-24T10:16:10.746624+00:00,scm10-eth,temperature,4.48,K,T 4.480
2026-04-24T10:16:10.755682+00:00,hrc110-eth,pressure,0.2,psi,0.20 psi  0.865 W
2026-04-24T10:16:10.755682+00:00,hrc110-eth,heater_power,0.865,W,0.20 psi  0.865 W
2026-04-24T10:16:11.195571+00:00,cpa1114-eth,low_pressure,109.7,psi,"scale=0,low_raw=1097,high_raw=3308,low=109.7,high=330.8"
2026-04-24T10:16:11.195571+00:00,cpa1114-eth,high_pressure,330.8,psi,"scale=0,low_raw=1097,high_raw=3308,low=109.7,high=330.8"
2026-04-24T10:16:20.746299+00:00,scm10-eth,temperature,4.479,K,T 4.479
2026-04-24T10:16:20.755834+00:00,hrc110-eth,pressure,0.2,psi,0.20 psi  0.875 W
2026-04-24T10:16:20.755834+00:00,hrc110-eth,heater_power,0.875,W,0.20 psi  0.875 W
2026-04-24T10:16:21.145308+00:00,cpa1114-eth,low_pressure,109.5,psi,"scale=0,low_raw=1095,high_raw=3309,low=109.5,high=330.9"
2026-04-24T10:16:21.145308+00:00,cpa1114-eth,high_pressure,330.9,psi,"scale=0,low_raw=1095,high_raw=3309,low=109.5,high=330.9"
2026-04-24T10:16:30.746466+00:00,scm10-eth,temperature,4.479,K,T 4.479
2026-04-24T10:16:30.755529+00:00,hrc110-eth,pressure,0.2,psi,0.20 psi  0.874 W
2026-04-24T10:16:30.755529+00:00,hrc110-eth,heater_power,0.874,W,0.20 psi  0.874 W
2026-04-24T10:16:30.895139+00:00,cpa1114-eth,low_pressure,109.8,psi,"scale=0,low_raw=1098,high_raw=3307,low=109.8,high=330.7"
2026-04-24T10:16:30.895139+00:00,cpa1114-eth,high_pressure,330.7,psi,"scale=0,low_raw=1098,high_raw=3307,low=109.8,high=330.7"
2026-04-24T10:16:40.745925+00:00,scm10-eth,temperature,4.478,K,T 4.478
2026-04-24T10:16:40.754787+00:00,hrc110-eth,pressure,0.2,psi,0.20 psi  0.874 W
2026-04-24T10:16:40.754787+00:00,hrc110-eth,heater_power,0.874,W,0.20 psi  0.874 W
2026-04-24T10:16:41.034779+00:00,cpa1114-eth,low_pressure,109.6,psi,"scale=0,low_raw=1096,high_raw=3305,low=109.6,high=330.5"
2026-04-24T10:16:41.034779+00:00,cpa1114-eth,high_pressure,330.5,psi,"scale=0,low_raw=1096,high_raw=3305,low=109.6,high=330.5"
2026-04-24T10:16:50.745831+00:00,scm10-eth,temperature,4.477,K,T 4.477
2026-04-24T10:16:50.754592+00:00,hrc110-eth,pressure,0.2,psi,0.20 psi  0.855 W
2026-04-24T10:16:50.754592+00:00,hrc110-eth,heater_power,0.855,W,0.20 psi  0.855 W
2026-04-24T10:16:51.074560+00:00,cpa1114-eth,low_pressure,109.7,psi,"scale=0,low_raw=1097,high_raw=3307,low=109.7,high=330.7"
2026-04-24T10:16:51.074560+00:00,cpa1114-eth,high_pressure,330.7,psi,"scale=0,low_raw=1097,high_raw=3307,low=109.7,high=330.7"
2026-04-24T10:17:00.745558+00:00,scm10-eth,temperature,4.478,K,T 4.478
2026-04-24T10:17:00.754069+00:00,hrc110-eth,pressure,0.2,psi,0.20 psi  0.841 W
2026-04-24T10:17:00.754069+00:00,hrc110-eth,heater_power,0.841,W,0.20 psi  0.841 W
2026-04-24T10:17:00.984982+00:00,cpa1114-eth,low_pressure,109.5,psi,"scale=0,low_raw=1095,high_raw=3308,low=109.5,high=330.8"
2026-04-24T10:17:00.984982+00:00,cpa1114-eth,high_pressure,330.8,psi,"scale=0,low_raw=1095,high_raw=3308,low=109.5,high=330.8"
2026-04-24T10:17:10.745409+00:00,scm10-eth,temperature,4.48,K,T 4.480
2026-04-24T10:17:10.754505+00:00,hrc110-eth,pressure,0.2,psi,0.20 psi  0.829 W
2026-04-24T10:17:10.754505+00:00,hrc110-eth,heater_power,0.829,W,0.20 psi  0.829 W
2026-04-24T10:17:11.004212+00:00,cpa1114-eth,low_pressure,109.3,psi,"scale=0,low_raw=1093,high_raw=3307,low=109.3,high=330.7"
2026-04-24T10:17:11.004212+00:00,cpa1114-eth,high_pressure,330.7,psi,"scale=0,low_raw=1093,high_raw=3307,low=109.3,high=330.7"
2026-04-24T10:17:20.745401+00:00,scm10-eth,temperature,4.479,K,T 4.479
2026-04-24T10:17:20.770686+00:00,hrc110-eth,pressure,0.2,psi,0.20 psi  0.837 W
2026-04-24T10:17:20.770686+00:00,hrc110-eth,heater_power,0.837,W,0.20 psi  0.837 W
2026-04-24T10:17:20.974234+00:00,cpa1114-eth,low_pressure,109.4,psi,"scale=0,low_raw=1094,high_raw=3308,low=109.4,high=330.8"
2026-04-24T10:17:20.974234+00:00,cpa1114-eth,high_pressure,330.8,psi,"scale=0,low_raw=1094,high_raw=3308,low=109.4,high=330.8"
2026-04-24T10:17:30.744931+00:00,scm10-eth,temperature,4.477,K,T 4.477
2026-04-24T10:17:30.754598+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  0.844 W
2026-04-24T10:17:30.754598+00:00,hrc110-eth,heater_power,0.844,W,0.19 psi  0.844 W
2026-04-24T10:17:30.943748+00:00,cpa1114-eth,low_pressure,109.5,psi,"scale=0,low_raw=1095,high_raw=3307,low=109.5,high=330.7"
2026-04-24T10:17:30.943748+00:00,cpa1114-eth,high_pressure,330.7,psi,"scale=0,low_raw=1095,high_raw=3307,low=109.5,high=330.7"
2026-04-24T10:17:40.744964+00:00,scm10-eth,temperature,4.496,K,T 4.496
2026-04-24T10:17:40.754200+00:00,hrc110-eth,pressure,0.33,psi,0.33 psi  0.613 W
2026-04-24T10:17:40.754200+00:00,hrc110-eth,heater_power,0.613,W,0.33 psi  0.613 W
2026-04-24T10:17:40.853624+00:00,cpa1114-eth,low_pressure,239.1,psi,"scale=0,low_raw=2391,high_raw=2488,low=239.1,high=248.8"
2026-04-24T10:17:40.853624+00:00,cpa1114-eth,high_pressure,248.8,psi,"scale=0,low_raw=2391,high_raw=2488,low=239.1,high=248.8"
2026-04-24T10:17:50.744938+00:00,scm10-eth,temperature,4.547,K,T 4.547
2026-04-24T10:17:50.754439+00:00,hrc110-eth,pressure,0.48,psi,0.48 psi  0.000 W
2026-04-24T10:17:50.754439+00:00,hrc110-eth,heater_power,0.0,W,0.48 psi  0.000 W
2026-04-24T10:17:50.853546+00:00,cpa1114-eth,low_pressure,245.1,psi,"scale=0,low_raw=2451,high_raw=2465,low=245.1,high=246.5"
2026-04-24T10:17:50.853546+00:00,cpa1114-eth,high_pressure,246.5,psi,"scale=0,low_raw=2451,high_raw=2465,low=245.1,high=246.5"
2026-04-24T10:18:00.744287+00:00,scm10-eth,temperature,4.579,K,T 4.579
2026-04-24T10:18:00.752779+00:00,hrc110-eth,pressure,0.54,psi,0.54 psi  0.000 W
2026-04-24T10:18:00.752779+00:00,hrc110-eth,heater_power,0.0,W,0.54 psi  0.000 W
2026-04-24T10:18:00.843321+00:00,cpa1114-eth,low_pressure,244.8,psi,"scale=0,low_raw=2448,high_raw=2466,low=244.8,high=246.6"
2026-04-24T10:18:00.843321+00:00,cpa1114-eth,high_pressure,246.6,psi,"scale=0,low_raw=2448,high_raw=2466,low=244.8,high=246.6"
2026-04-24T10:18:10.744529+00:00,scm10-eth,temperature,4.607,K,T 4.607
2026-04-24T10:18:10.753177+00:00,hrc110-eth,pressure,0.61,psi,0.61 psi  0.000 W
2026-04-24T10:18:10.753177+00:00,hrc110-eth,heater_power,0.0,W,0.61 psi  0.000 W
2026-04-24T10:18:11.598156+00:00,cpa1114-eth,low_pressure,245.7,psi,"scale=0,low_raw=2457,high_raw=2465,low=245.7,high=246.5"
2026-04-24T10:18:11.598156+00:00,cpa1114-eth,high_pressure,246.5,psi,"scale=0,low_raw=2457,high_raw=2465,low=245.7,high=246.5"
2026-04-24T10:18:20.743938+00:00,scm10-eth,temperature,4.636,K,T 4.636
2026-04-24T10:18:20.752528+00:00,hrc110-eth,pressure,0.67,psi,0.67 psi  0.000 W
2026-04-24T10:18:20.752528+00:00,hrc110-eth,heater_power,0.0,W,0.67 psi  0.000 W
2026-04-24T10:18:21.122747+00:00,cpa1114-eth,low_pressure,245.9,psi,"scale=0,low_raw=2459,high_raw=2467,low=245.9,high=246.7"
2026-04-24T10:18:21.122747+00:00,cpa1114-eth,high_pressure,246.7,psi,"scale=0,low_raw=2459,high_raw=2467,low=245.9,high=246.7"
2026-04-24T10:18:30.743890+00:00,scm10-eth,temperature,4.665,K,T 4.665
2026-04-24T10:18:30.753273+00:00,hrc110-eth,pressure,0.76,psi,0.76 psi  0.000 W
2026-04-24T10:18:30.753273+00:00,hrc110-eth,heater_power,0.0,W,0.76 psi  0.000 W
2026-04-24T10:18:30.892601+00:00,cpa1114-eth,low_pressure,246.4,psi,"scale=0,low_raw=2464,high_raw=2468,low=246.4,high=246.8"
2026-04-24T10:18:30.892601+00:00,cpa1114-eth,high_pressure,246.8,psi,"scale=0,low_raw=2464,high_raw=2468,low=246.4,high=246.8"
2026-04-24T10:18:40.743554+00:00,scm10-eth,temperature,4.693,K,T 4.693
2026-04-24T10:18:40.752756+00:00,hrc110-eth,pressure,0.84,psi,0.84 psi  0.000 W
2026-04-24T10:18:40.752756+00:00,hrc110-eth,heater_power,0.0,W,0.84 psi  0.000 W
2026-04-24T10:18:40.922503+00:00,cpa1114-eth,low_pressure,246.6,psi,"scale=0,low_raw=2466,high_raw=2471,low=246.6,high=247.1"
2026-04-24T10:18:40.922503+00:00,cpa1114-eth,high_pressure,247.1,psi,"scale=0,low_raw=2466,high_raw=2471,low=246.6,high=247.1"
2026-04-24T10:18:50.743654+00:00,scm10-eth,temperature,4.722,K,T 4.722
2026-04-24T10:18:50.834361+00:00,hrc110-eth,pressure,0.93,psi,0.93 psi  0.000 W
2026-04-24T10:18:50.834361+00:00,hrc110-eth,heater_power,0.0,W,0.93 psi  0.000 W
2026-04-24T10:18:50.962082+00:00,cpa1114-eth,low_pressure,246.7,psi,"scale=0,low_raw=2467,high_raw=2471,low=246.7,high=247.1"
2026-04-24T10:18:50.962082+00:00,cpa1114-eth,high_pressure,247.1,psi,"scale=0,low_raw=2467,high_raw=2471,low=246.7,high=247.1"
2026-04-24T10:19:00.743074+00:00,scm10-eth,temperature,4.747,K,T 4.747
2026-04-24T10:19:00.751740+00:00,hrc110-eth,pressure,1.03,psi,1.03 psi  0.000 W
2026-04-24T10:19:00.751740+00:00,hrc110-eth,heater_power,0.0,W,1.03 psi  0.000 W
2026-04-24T10:19:01.001933+00:00,cpa1114-eth,low_pressure,247.2,psi,"scale=0,low_raw=2472,high_raw=2471,low=247.2,high=247.1"
2026-04-24T10:19:01.001933+00:00,cpa1114-eth,high_pressure,247.1,psi,"scale=0,low_raw=2472,high_raw=2471,low=247.2,high=247.1"
2026-04-24T10:19:10.743108+00:00,scm10-eth,temperature,4.776,K,T 4.776
2026-04-24T10:19:10.751844+00:00,hrc110-eth,pressure,1.12,psi,1.12 psi  0.000 W
2026-04-24T10:19:10.751844+00:00,hrc110-eth,heater_power,0.0,W,1.12 psi  0.000 W
2026-04-24T10:19:11.131744+00:00,cpa1114-eth,low_pressure,247.3,psi,"scale=0,low_raw=2473,high_raw=2471,low=247.3,high=247.1"
2026-04-24T10:19:11.131744+00:00,cpa1114-eth,high_pressure,247.1,psi,"scale=0,low_raw=2473,high_raw=2471,low=247.3,high=247.1"
2026-04-24T10:19:20.742752+00:00,scm10-eth,temperature,4.805,K,T 4.805
2026-04-24T10:19:20.751263+00:00,hrc110-eth,pressure,1.21,psi,1.21 psi  0.000 W
